Year,City,Sport,Discipline,Country,Gender,Event,Medal
1936,Berlin,Cycling,Cycling Road,FRA,Men,Individual Road Race,Gold
1936,Berlin,Cycling,Cycling Road,FRA,Men,Individual Road Race,Silver
1936,Berlin,Cycling,Cycling Road,BEL,Men,Team Time Trial,Bronze
1936,Berlin,Cycling,Cycling Road,FRA,Men,Team Time Trial,Gold
1936,Berlin,Cycling,Cycling Road,SUI,Men,Team Time Trial,Silver
1936,Berlin,Cycling,Cycling Track,GER,Men,1KM Time Trial,Bronze
1936,Berlin,Cycling,Cycling Track,NED,Men,1KM Time Trial,Gold
1936,Berlin,Cycling,Cycling Track,FRA,Men,1KM Time Trial,Silver
1936,Berlin,Cycling,Cycling Track,FRA,Men,2000M Tandem,Bronze
1936,Berlin,Cycling,Cycling Track,GER,Men,2000M Tandem,Gold
1936,Berlin,Cycling,Cycling Track,NED,Men,2000M Tandem,Silver
1936,Berlin,Cycling,Cycling Track,FRA,Men,Sprint Indivual,Bronze
1936,Berlin,Cycling,Cycling Track,GER,Men,Sprint Indivual,Gold
1936,Berlin,Cycling,Cycling Track,NED,Men,Sprint Indivual,Silver
1936,Berlin,Cycling,Cycling Track,GBR,Men,Team Pursuit (4000M),Bronze
1936,Berlin,Cycling,Cycling Track,FRA,Men,Team Pursuit (4000M),Gold
1936,Berlin,Cycling,Cycling Track,ITA,Men,Team Pursuit (4000M),Silver
1936,Berlin,Equestrian,Dressage,AUT,Men,Individual,Bronze
1936,Berlin,Equestrian,Dressage,GER,Men,Individual,Gold
1936,Berlin,Equestrian,Dressage,GER,Men,Individual,Silver
1936,Berlin,Equestrian,Dressage,SWE,Men,Team,Bronze
1936,Berlin,Equestrian,Dressage,GER,Men,Team,Gold
1936,Berlin,Equestrian,Dressage,FRA,Men,Team,Silver
1936,Berlin,Equestrian,Eventing,DEN,Men,Individual,Bronze
1936,Berlin,Equestrian,Eventing,GER,Men,Individual,Gold
1936,Berlin,Equestrian,Eventing,USA,Men,Individual,Silver
1936,Berlin,Equestrian,Eventing,GBR,Men,Team,Bronze
1936,Berlin,Equestrian,Eventing,GER,Men,Team,Gold
1936,Berlin,Equestrian,Eventing,POL,Men,Team,Silver
1936,Berlin,Equestrian,Jumping,HUN,Men,Individual,Bronze
1936,Berlin,Equestrian,Jumping,GER,Men,Individual,Gold
1936,Berlin,Equestrian,Jumping,ROU,Men,Individual,Silver
1936,Berlin,Equestrian,Jumping,POR,Men,Team,Bronze
1936,Berlin,Equestrian,Jumping,GER,Men,Team,Gold
1936,Berlin,Equestrian,Jumping,NED,Men,Team,Silver
1936,Berlin,Fencing,Fencing,ITA,Men,Épée Individual,Bronze
1936,Berlin,Fencing,Fencing,ITA,Men,Épée Individual,Gold
1936,Berlin,Fencing,Fencing,ITA,Men,Épée Individual,Silver
1936,Berlin,Fencing,Fencing,FRA,Men,Épée Team,Bronze
1936,Berlin,Fencing,Fencing,ITA,Men,Épée Team,Gold
1936,Berlin,Fencing,Fencing,SWE,Men,Épée Team,Silver
1936,Berlin,Fencing,Fencing,ITA,Men,Foil Individual,Bronze
1936,Berlin,Fencing,Fencing,ITA,Men,Foil Individual,Gold
1936,Berlin,Fencing,Fencing,FRA,Men,Foil Individual,Silver
1936,Berlin,Fencing,Fencing,AUT,Women,Foil Individual,Bronze
1936,Berlin,Fencing,Fencing,HUN,Women,Foil Individual,Gold
1936,Berlin,Fencing,Fencing,GER,Women,Foil Individual,Silver
1936,Berlin,Fencing,Fencing,GER,Men,Foil Team,Bronze
1936,Berlin,Fencing,Fencing,ITA,Men,Foil Team,Gold
1936,Berlin,Fencing,Fencing,FRA,Men,Foil Team,Silver
1936,Berlin,Fencing,Fencing,HUN,Men,Sabre Individual,Bronze
1936,Berlin,Fencing,Fencing,HUN,Men,Sabre Individual,Gold
1936,Berlin,Fencing,Fencing,ITA,Men,Sabre Individual,Silver
1936,Berlin,Fencing,Fencing,GER,Men,Sabre Team,Bronze
1936,Berlin,Fencing,Fencing,HUN,Men,Sabre Team,Gold
1936,Berlin,Fencing,Fencing,ITA,Men,Sabre Team,Silver
1936,Berlin,Football,Football,NOR,Men,Football,Bronze
1936,Berlin,Football,Football,ITA,Men,Football,Gold
1936,Berlin,Football,Football,AUT,Men,Football,Silver
1936,Berlin,Gymnastics,Artistic G.,GER,Men,Floor Exercises,Bronze
1936,Berlin,Gymnastics,Artistic G.,SUI,Men,Floor Exercises,Bronze
1936,Berlin,Gymnastics,Artistic G.,SUI,Men,Floor Exercises,Gold
1936,Berlin,Gymnastics,Artistic G.,SUI,Men,Floor Exercises,Silver
1936,Berlin,Gymnastics,Artistic G.,GER,Men,Horizontal Bar,Bronze
1936,Berlin,Gymnastics,Artistic G.,FIN,Men,Horizontal Bar,Gold
1936,Berlin,Gymnastics,Artistic G.,GER,Men,Horizontal Bar,Silver
1936,Berlin,Gymnastics,Artistic G.,GER,Men,Individual All-Round,Bronze
1936,Berlin,Gymnastics,Artistic G.,GER,Men,Individual All-Round,Gold
1936,Berlin,Gymnastics,Artistic G.,SUI,Men,Individual All-Round,Silver
1936,Berlin,Gymnastics,Artistic G.,GER,Men,Parallel Bars,Bronze
1936,Berlin,Gymnastics,Artistic G.,GER,Men,Parallel Bars,Gold
1936,Berlin,Gymnastics,Artistic G.,SUI,Men,Parallel Bars,Silver
1936,Berlin,Gymnastics,Artistic G.,SUI,Men,Pommel Horse,Bronze
1936,Berlin,Gymnastics,Artistic G.,GER,Men,Pommel Horse,Gold
1936,Berlin,Gymnastics,Artistic G.,SUI,Men,Pommel Horse,Silver
1936,Berlin,Gymnastics,Artistic G.,GER,Men,Rings,Bronze
1936,Berlin,Gymnastics,Artistic G.,TCH,Men,Rings,Gold
1936,Berlin,Gymnastics,Artistic G.,YUG,Men,Rings,Silver
1936,Berlin,Gymnastics,Artistic G.,FIN,Men,Team Competition,Bronze
1936,Berlin,Gymnastics,Artistic G.,GER,Men,Team Competition,Gold
1936,Berlin,Gymnastics,Artistic G.,SUI,Men,Team Competition,Silver
1936,Berlin,Gymnastics,Artistic G.,HUN,Women,Team Competition,Bronze
1936,Berlin,Gymnastics,Artistic G.,GER,Women,Team Competition,Gold
1936,Berlin,Gymnastics,Artistic G.,TCH,Women,Team Competition,Silver
1936,Berlin,Gymnastics,Artistic G.,GER,Men,Vault,Bronze
1936,Berlin,Gymnastics,Artistic G.,GER,Men,Vault,Gold
1936,Berlin,Gymnastics,Artistic G.,SUI,Men,Vault,Silver
1936,Berlin,Handball,Handball,SUI,Men,Handball,Bronze
1936,Berlin,Handball,Handball,GER,Men,Handball,Gold
1936,Berlin,Handball,Handball,AUT,Men,Handball,Silver
1936,Berlin,Hockey,Hockey,NED,Men,Hockey,Bronze
1936,Berlin,Hockey,Hockey,IND,Men,Hockey,Gold
1936,Berlin,Hockey,Hockey,GER,Men,Hockey,Silver
1936,Berlin,Modern Pentathlon,Modern Pentath.,ITA,Men,Individual Competition,Bronze
1936,Berlin,Modern Pentathlon,Modern Pentath.,GER,Men,Individual Competition,Gold
1936,Berlin,Modern Pentathlon,Modern Pentath.,USA,Men,Individual Competition,Silver
1936,Berlin,Polo,Polo,MEX,Men,Polo,Bronze
1936,Berlin,Polo,Polo,ARG,Men,Polo,Gold
1936,Berlin,Polo,Polo,GBR,Men,Polo,Silver
1936,Berlin,Rowing,Rowing,ARG,Men,Coxless Pair (2-),Bronze
1936,Berlin,Rowing,Rowing,GER,Men,Coxless Pair (2-),Gold
1936,Berlin,Rowing,Rowing,DEN,Men,Coxless Pair (2-),Silver
1936,Berlin,Rowing,Rowing,POL,Men,Double Sculls (2X),Bronze
1936,Berlin,Rowing,Rowing,GBR,Men,Double Sculls (2X),Gold
1936,Berlin,Rowing,Rowing,GER,Men,Double Sculls (2X),Silver
1936,Berlin,Rowing,Rowing,GER,Men,Eight With Coxswain (8+),Bronze
1936,Berlin,Rowing,Rowing,USA,Men,Eight With Coxswain (8+),Gold
1936,Berlin,Rowing,Rowing,ITA,Men,Eight With Coxswain (8+),Silver
1936,Berlin,Rowing,Rowing,SUI,Men,Four Without Coxswain (4-),Bronze
1936,Berlin,Rowing,Rowing,GER,Men,Four Without Coxswain (4-),Gold
1936,Berlin,Rowing,Rowing,GBR,Men,Four Without Coxswain (4-),Silver
1936,Berlin,Rowing,Rowing,FRA,Men,Four-Oared Shell With Coxswain (4-),Bronze
1936,Berlin,Rowing,Rowing,GER,Men,Four-Oared Shell With Coxswain (4-),Gold
1936,Berlin,Rowing,Rowing,SUI,Men,Four-Oared Shell With Coxswain (4-),Silver
1936,Berlin,Rowing,Rowing,FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1936,Berlin,Rowing,Rowing,GER,Men,Pair-Oared Shell With Coxswain (2+),Gold
1936,Berlin,Rowing,Rowing,ITA,Men,Pair-Oared Shell With Coxswain (2+),Silver
1936,Berlin,Rowing,Rowing,USA,Men,Single Sculls (1X),Bronze
1936,Berlin,Rowing,Rowing,GER,Men,Single Sculls (1X),Gold
1936,Berlin,Rowing,Rowing,AUT,Men,Single Sculls (1X),Silver
1936,Berlin,Sailing,Sailing,SWE,Men,6M,Bronze
1936,Berlin,Sailing,Sailing,GBR,Men,6M,Gold
1936,Berlin,Sailing,Sailing,NOR,Men,6M,Silver
1936,Berlin,Sailing,Sailing,GER,Men,8M,Bronze
1936,Berlin,Sailing,Sailing,ITA,Men,8M,Gold
1936,Berlin,Sailing,Sailing,NOR,Men,8M,Silver
1936,Berlin,Sailing,Sailing,GBR,Men,Olympic Class Monotype,Bronze
1936,Berlin,Sailing,Sailing,NED,Men,Olympic Class Monotype,Gold
1936,Berlin,Sailing,Sailing,GER,Men,Olympic Class Monotype,Silver
1936,Berlin,Sailing,Sailing,NED,Men,Two-Person Keelboat Open (Star),Bronze
1936,Berlin,Sailing,Sailing,GER,Men,Two-Person Keelboat Open (Star),Gold
1936,Berlin,Sailing,Sailing,SWE,Men,Two-Person Keelboat Open (Star),Silver
1936,Berlin,Shooting,Shooting,SWE,Men,25M Rapid Fire Pistol (60 Shots),Bronze
1936,Berlin,Shooting,Shooting,GER,Men,25M Rapid Fire Pistol (60 Shots),Gold
1936,Berlin,Shooting,Shooting,GER,Men,25M Rapid Fire Pistol (60 Shots),Silver
1936,Berlin,Shooting,Shooting,FRA,Men,50M Pistol (60 Shots),Bronze
1936,Berlin,Shooting,Shooting,SWE,Men,50M Pistol (60 Shots),Gold
1936,Berlin,Shooting,Shooting,GER,Men,50M Pistol (60 Shots),Silver
1936,Berlin,Shooting,Shooting,POL,Men,50M Rifle Prone (60 Shots),Bronze
1936,Berlin,Shooting,Shooting,NOR,Men,50M Rifle Prone (60 Shots),Gold
1936,Berlin,Shooting,Shooting,HUN,Men,50M Rifle Prone (60 Shots),Silver
1936,Berlin,Weightlifting,Weightlifting,EGY,Men,"- 60KG, Total (Featherweight)",Bronze
1936,Berlin,Weightlifting,Weightlifting,USA,Men,"- 60KG, Total (Featherweight)",Gold
1936,Berlin,Weightlifting,Weightlifting,EGY,Men,"- 60KG, Total (Featherweight)",Silver
1936,Berlin,Weightlifting,Weightlifting,EST,Men,"+ 82.5KG, Total (Heavyweight)",Bronze
1936,Berlin,Weightlifting,Weightlifting,GER,Men,"+ 82.5KG, Total (Heavyweight)",Gold
1936,Berlin,Weightlifting,Weightlifting,TCH,Men,"+ 82.5KG, Total (Heavyweight)",Silver
1936,Berlin,Weightlifting,Weightlifting,GER,Men,"60 - 67.5KG, Total (Lightweight)",Bronze
1936,Berlin,Weightlifting,Weightlifting,AUT,Men,"60 - 67.5KG, Total (Lightweight)",Gold
1936,Berlin,Weightlifting,Weightlifting,EGY,Men,"60 - 67.5KG, Total (Lightweight)",Gold
1936,Berlin,Weightlifting,Weightlifting,GER,Men,"67.5 - 75KG, Total (Middleweight)",Bronze
1936,Berlin,Weightlifting,Weightlifting,EGY,Men,"67.5 - 75KG, Total (Middleweight)",Gold
1936,Berlin,Weightlifting,Weightlifting,GER,Men,"67.5 - 75KG, Total (Middleweight)",Silver
1936,Berlin,Weightlifting,Weightlifting,EGY,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Bronze
1936,Berlin,Weightlifting,Weightlifting,FRA,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Gold
1936,Berlin,Weightlifting,Weightlifting,GER,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Silver
1936,Berlin,Wrestling,Wrestling Free.,GER,Men,- 56KG (Bantamweight),Bronze
1936,Berlin,Wrestling,Wrestling Free.,HUN,Men,- 56KG (Bantamweight),Gold
1936,Berlin,Wrestling,Wrestling Free.,USA,Men,- 56KG (Bantamweight),Silver
1936,Berlin,Wrestling,Wrestling Free.,FIN,Men,+ 87KG (Heavyweight),Bronze
1936,Berlin,Wrestling,Wrestling Free.,EST,Men,+ 87KG (Heavyweight),Gold
1936,Berlin,Wrestling,Wrestling Free.,TCH,Men,+ 87KG (Heavyweight),Silver
1936,Berlin,Wrestling,Wrestling Free.,SWE,Men,56 - 61KG (Featherweight),Bronze
1936,Berlin,Wrestling,Wrestling Free.,FIN,Men,56 - 61KG (Featherweight),Gold
1936,Berlin,Wrestling,Wrestling Free.,USA,Men,56 - 61KG (Featherweight),Silver
1936,Berlin,Wrestling,Wrestling Free.,FIN,Men,61 - 66KG (Lightweight),Bronze
1936,Berlin,Wrestling,Wrestling Free.,HUN,Men,61 - 66KG (Lightweight),Gold
1936,Berlin,Wrestling,Wrestling Free.,GER,Men,61 - 66KG (Lightweight),Silver
1936,Berlin,Wrestling,Wrestling Free.,CAN,Men,66 - 72KG (Welterweight),Bronze
1936,Berlin,Wrestling,Wrestling Free.,USA,Men,66 - 72KG (Welterweight),Gold
1936,Berlin,Wrestling,Wrestling Free.,SWE,Men,66 - 72KG (Welterweight),Silver
1936,Berlin,Wrestling,Wrestling Free.,TUR,Men,72 - 79KG (Middleweight),Bronze
1936,Berlin,Wrestling,Wrestling Free.,FRA,Men,72 - 79KG (Middleweight),Gold
1936,Berlin,Wrestling,Wrestling Free.,USA,Men,72 - 79KG (Middleweight),Silver
1936,Berlin,Wrestling,Wrestling Free.,GER,Men,79 - 87KG (Light-Heavyweight),Bronze
1936,Berlin,Wrestling,Wrestling Free.,SWE,Men,79 - 87KG (Light-Heavyweight),Gold
1936,Berlin,Wrestling,Wrestling Free.,EST,Men,79 - 87KG (Light-Heavyweight),Silver
1936,Berlin,Wrestling,Wrestling Gre-R,GER,Men,- 56KG (Bantamweight),Bronze
1936,Berlin,Wrestling,Wrestling Gre-R,HUN,Men,- 56KG (Bantamweight),Gold
1936,Berlin,Wrestling,Wrestling Gre-R,SWE,Men,- 56KG (Bantamweight),Silver
1936,Berlin,Wrestling,Wrestling Gre-R,GER,Men,+ 87KG (Super Heavyweight),Bronze
1936,Berlin,Wrestling,Wrestling Gre-R,EST,Men,+ 87KG (Super Heavyweight),Gold
1936,Berlin,Wrestling,Wrestling Gre-R,SWE,Men,+ 87KG (Super Heavyweight),Silver
1936,Berlin,Wrestling,Wrestling Gre-R,SWE,Men,56 - 61KG (Featherweight),Bronze
1936,Berlin,Wrestling,Wrestling Gre-R,TUR,Men,56 - 61KG (Featherweight),Gold
1936,Berlin,Wrestling,Wrestling Gre-R,FIN,Men,56 - 61KG (Featherweight),Silver
1936,Berlin,Wrestling,Wrestling Gre-R,EST,Men,61 - 66KG (Lightweight),Bronze
1936,Berlin,Wrestling,Wrestling Gre-R,FIN,Men,61 - 66KG (Lightweight),Gold
1936,Berlin,Wrestling,Wrestling Gre-R,TCH,Men,61 - 66KG (Lightweight),Silver
1936,Berlin,Wrestling,Wrestling Gre-R,FIN,Men,66 - 72KG (Welterweight),Bronze
1936,Berlin,Wrestling,Wrestling Gre-R,SWE,Men,66 - 72KG (Welterweight),Gold
1936,Berlin,Wrestling,Wrestling Gre-R,GER,Men,66 - 72KG (Welterweight),Silver
1936,Berlin,Wrestling,Wrestling Gre-R,HUN,Men,72 - 79KG (Middleweight),Bronze
1936,Berlin,Wrestling,Wrestling Gre-R,SWE,Men,72 - 79KG (Middleweight),Gold
1936,Berlin,Wrestling,Wrestling Gre-R,GER,Men,72 - 79KG (Middleweight),Silver
1936,Berlin,Wrestling,Wrestling Gre-R,EST,Men,79 - 87KG (Light-Heavyweight),Bronze
1936,Berlin,Wrestling,Wrestling Gre-R,SWE,Men,79 - 87KG (Light-Heavyweight),Gold
1936,Berlin,Wrestling,Wrestling Gre-R,LAT,Men,79 - 87KG (Light-Heavyweight),Silver
1948,London,Aquatics,Diving,MEX,Men,10M Platform,Bronze
1948,London,Aquatics,Diving,USA,Men,10M Platform,Gold
1948,London,Aquatics,Diving,USA,Men,10M Platform,Silver
1948,London,Aquatics,Diving,DEN,Women,10M Platform,Bronze
1948,London,Aquatics,Diving,USA,Women,10M Platform,Gold
1948,London,Aquatics,Diving,USA,Women,10M Platform,Silver
1948,London,Aquatics,Diving,USA,Men,3M Springboard,Bronze
1948,London,Aquatics,Diving,USA,Men,3M Springboard,Gold
1948,London,Aquatics,Diving,USA,Men,3M Springboard,Silver
1948,London,Aquatics,Diving,USA,Women,3M Springboard,Bronze
1948,London,Aquatics,Diving,USA,Women,3M Springboard,Gold
1948,London,Aquatics,Diving,USA,Women,3M Springboard,Silver
1948,London,Aquatics,Swimming,FRA,Men,100M Backstroke,Bronze
1948,London,Aquatics,Swimming,USA,Men,100M Backstroke,Gold
1948,London,Aquatics,Swimming,USA,Men,100M Backstroke,Silver
1948,London,Aquatics,Swimming,AUS,Women,100M Backstroke,Bronze
1948,London,Aquatics,Swimming,DEN,Women,100M Backstroke,Gold
1948,London,Aquatics,Swimming,USA,Women,100M Backstroke,Silver
1948,London,Aquatics,Swimming,HUN,Men,100M Freestyle,Bronze
1948,London,Aquatics,Swimming,USA,Men,100M Freestyle,Gold
1948,London,Aquatics,Swimming,USA,Men,100M Freestyle,Silver
1948,London,Aquatics,Swimming,NED,Women,100M Freestyle,Bronze
1948,London,Aquatics,Swimming,DEN,Women,100M Freestyle,Gold
1948,London,Aquatics,Swimming,USA,Women,100M Freestyle,Silver
1948,London,Aquatics,Swimming,HUN,Men,1500M Freestyle,Bronze
1948,London,Aquatics,Swimming,USA,Men,1500M Freestyle,Gold
1948,London,Aquatics,Swimming,AUS,Men,1500M Freestyle,Silver
1948,London,Aquatics,Swimming,USA,Men,200M Breaststroke,Bronze
1948,London,Aquatics,Swimming,USA,Men,200M Breaststroke,Gold
1948,London,Aquatics,Swimming,USA,Men,200M Breaststroke,Silver
1948,London,Aquatics,Swimming,HUN,Women,200M Breaststroke,Bronze
1948,London,Aquatics,Swimming,NED,Women,200M Breaststroke,Gold
1948,London,Aquatics,Swimming,AUS,Women,200M Breaststroke,Silver
1948,London,Aquatics,Swimming,AUS,Men,400M Freestyle,Bronze
1948,London,Aquatics,Swimming,USA,Men,400M Freestyle,Gold
1948,London,Aquatics,Swimming,USA,Men,400M Freestyle,Silver
1948,London,Aquatics,Swimming,GBR,Women,400M Freestyle,Bronze
1948,London,Aquatics,Swimming,USA,Women,400M Freestyle,Gold
1948,London,Aquatics,Swimming,DEN,Women,400M Freestyle,Silver
1948,London,Aquatics,Swimming,NED,Women,4X100M Freestyle Relay,Bronze
1948,London,Aquatics,Swimming,USA,Women,4X100M Freestyle Relay,Gold
1948,London,Aquatics,Swimming,DEN,Women,4X100M Freestyle Relay,Silver
1948,London,Aquatics,Swimming,FRA,Men,4X200M Freestyle Relay,Bronze
1948,London,Aquatics,Swimming,USA,Men,4X200M Freestyle Relay,Gold
1948,London,Aquatics,Swimming,HUN,Men,4X200M Freestyle Relay,Silver
1948,London,Aquatics,Water polo,NED,Men,Water Polo,Bronze
1948,London,Aquatics,Water polo,ITA,Men,Water Polo,Gold
1948,London,Aquatics,Water polo,HUN,Men,Water Polo,Silver
1948,London,Athletics,Athletics,SWE,Men,10000M,Bronze
1948,London,Athletics,Athletics,TCH,Men,10000M,Gold
1948,London,Athletics,Athletics,FRA,Men,10000M,Silver
1948,London,Athletics,Athletics,SUI,Men,10000M Walk,Bronze
1948,London,Athletics,Athletics,SWE,Men,10000M Walk,Gold
1948,London,Athletics,Athletics,SWE,Men,10000M Walk,Silver
1948,London,Athletics,Athletics,PAN,Men,100M,Bronze
1948,London,Athletics,Athletics,USA,Men,100M,Gold
1948,London,Athletics,Athletics,USA,Men,100M,Silver
1948,London,Athletics,Athletics,AUS,Women,100M,Bronze
1948,London,Athletics,Athletics,NED,Women,100M,Gold
1948,London,Athletics,Athletics,GBR,Women,100M,Silver
1948,London,Athletics,Athletics,USA,Men,110M Hurdles,Bronze
1948,London,Athletics,Athletics,USA,Men,110M Hurdles,Gold
1948,London,Athletics,Athletics,USA,Men,110M Hurdles,Silver
1948,London,Athletics,Athletics,NED,Men,1500M,Bronze
1948,London,Athletics,Athletics,SWE,Men,1500M,Gold
1948,London,Athletics,Athletics,SWE,Men,1500M,Silver
1948,London,Athletics,Athletics,PAN,Men,200M,Bronze
1948,London,Athletics,Athletics,USA,Men,200M,Gold
1948,London,Athletics,Athletics,USA,Men,200M,Silver
1948,London,Athletics,Athletics,USA,Women,200M,Bronze
1948,London,Athletics,Athletics,NED,Women,200M,Gold
1948,London,Athletics,Athletics,GBR,Women,200M,Silver
1948,London,Athletics,Athletics,SWE,Men,3000M Steeplechase,Bronze
1948,London,Athletics,Athletics,SWE,Men,3000M Steeplechase,Gold
1948,London,Athletics,Athletics,SWE,Men,3000M Steeplechase,Silver
1948,London,Athletics,Athletics,USA,Men,400M,Bronze
1948,London,Athletics,Athletics,JAM,Men,400M,Gold
1948,London,Athletics,Athletics,JAM,Men,400M,Silver
1948,London,Athletics,Athletics,SWE,Men,400M Hurdles,Bronze
1948,London,Athletics,Athletics,USA,Men,400M Hurdles,Gold
1948,London,Athletics,Athletics,SRI,Men,400M Hurdles,Silver
1948,London,Athletics,Athletics,ITA,Men,4X100M Relay,Bronze
1948,London,Athletics,Athletics,USA,Men,4X100M Relay,Gold
1948,London,Athletics,Athletics,GBR,Men,4X100M Relay,Silver
1948,London,Athletics,Athletics,CAN,Women,4X100M Relay,Bronze
1948,London,Athletics,Athletics,NED,Women,4X100M Relay,Gold
1948,London,Athletics,Athletics,AUS,Women,4X100M Relay,Silver
1948,London,Athletics,Athletics,SWE,Men,4X400M Relay,Bronze
1948,London,Athletics,Athletics,USA,Men,4X400M Relay,Gold
1948,London,Athletics,Athletics,FRA,Men,4X400M Relay,Silver
1948,London,Athletics,Athletics,NED,Men,5000M,Bronze
1948,London,Athletics,Athletics,BEL,Men,5000M,Gold
1948,London,Athletics,Athletics,TCH,Men,5000M,Silver
1948,London,Athletics,Athletics,GBR,Men,50KM Walk,Bronze
1948,London,Athletics,Athletics,SWE,Men,50KM Walk,Gold
1948,London,Athletics,Athletics,SUI,Men,50KM Walk,Silver
1948,London,Athletics,Athletics,FRA,Men,800M,Bronze
1948,London,Athletics,Athletics,USA,Men,800M,Gold
1948,London,Athletics,Athletics,JAM,Men,800M,Silver
1948,London,Athletics,Athletics,AUS,Women,80M Hurdles,Bronze
1948,London,Athletics,Athletics,NED,Women,80M Hurdles,Gold
1948,London,Athletics,Athletics,GBR,Women,80M Hurdles,Silver
1948,London,Athletics,Athletics,USA,Men,Decathlon,Bronze
1948,London,Athletics,Athletics,USA,Men,Decathlon,Gold
1948,London,Athletics,Athletics,FRA,Men,Decathlon,Silver
1948,London,Athletics,Athletics,USA,Men,Discus Throw,Bronze
1948,London,Athletics,Athletics,ITA,Men,Discus Throw,Gold
1948,London,Athletics,Athletics,ITA,Men,Discus Throw,Silver
1948,London,Athletics,Athletics,FRA,Women,Discus Throw,Bronze
1948,London,Athletics,Athletics,FRA,Women,Discus Throw,Gold
1948,London,Athletics,Athletics,ITA,Women,Discus Throw,Silver
1948,London,Athletics,Athletics,USA,Men,Hammer Throw,Bronze
1948,London,Athletics,Athletics,HUN,Men,Hammer Throw,Gold
1948,London,Athletics,Athletics,YUG,Men,Hammer Throw,Silver
1948,London,Athletics,Athletics,USA,Men,High Jump,Bronze
1948,London,Athletics,Athletics,AUS,Men,High Jump,Gold
1948,London,Athletics,Athletics,NOR,Men,High Jump,Silver
1948,London,Athletics,Athletics,FRA,Women,High Jump,Bronze
1948,London,Athletics,Athletics,USA,Women,High Jump,Gold
1948,London,Athletics,Athletics,GBR,Women,High Jump,Silver
1948,London,Athletics,Athletics,HUN,Men,Javelin Throw,Bronze
1948,London,Athletics,Athletics,FIN,Men,Javelin Throw,Gold
1948,London,Athletics,Athletics,USA,Men,Javelin Throw,Silver
1948,London,Athletics,Athletics,DEN,Women,Javelin Throw,Bronze
1948,London,Athletics,Athletics,AUT,Women,Javelin Throw,Gold
1948,London,Athletics,Athletics,FIN,Women,Javelin Throw,Silver
1948,London,Athletics,Athletics,USA,Men,Long Jump,Bronze
1948,London,Athletics,Athletics,USA,Men,Long Jump,Gold
1948,London,Athletics,Athletics,AUS,Men,Long Jump,Silver
1948,London,Athletics,Athletics,SWE,Women,Long Jump,Bronze
1948,London,Athletics,Athletics,HUN,Women,Long Jump,Gold
1948,London,Athletics,Athletics,ARG,Women,Long Jump,Silver
1948,London,Athletics,Athletics,BEL,Men,Marathon,Bronze
1948,London,Athletics,Athletics,ARG,Men,Marathon,Gold
1948,London,Athletics,Athletics,GBR,Men,Marathon,Silver
1948,London,Athletics,Athletics,USA,Men,Pole Vault,Bronze
1948,London,Athletics,Athletics,USA,Men,Pole Vault,Gold
1948,London,Athletics,Athletics,FIN,Men,Pole Vault,Silver
1948,London,Athletics,Athletics,USA,Men,Shot Put,Bronze
1948,London,Athletics,Athletics,USA,Men,Shot Put,Gold
1948,London,Athletics,Athletics,USA,Men,Shot Put,Silver
1948,London,Athletics,Athletics,AUT,Women,Shot Put,Bronze
1948,London,Athletics,Athletics,FRA,Women,Shot Put,Gold
1948,London,Athletics,Athletics,ITA,Women,Shot Put,Silver
1948,London,Athletics,Athletics,TUR,Men,Triple Jump,Bronze
1948,London,Athletics,Athletics,SWE,Men,Triple Jump,Gold
1948,London,Athletics,Athletics,AUS,Men,Triple Jump,Silver
1948,London,Basketball,Basketball,BRA,Men,Basketball,Bronze
1948,London,Basketball,Basketball,USA,Men,Basketball,Gold
1948,London,Basketball,Basketball,FRA,Men,Basketball,Silver
1948,London,Boxing,Boxing,KOR,Men,- 51KG (Flyweight),Bronze
1948,London,Boxing,Boxing,ARG,Men,- 51KG (Flyweight),Gold
1948,London,Boxing,Boxing,ITA,Men,- 51KG (Flyweight),Silver
1948,London,Boxing,Boxing,RSA,Men,+ 80KG (Heavyweight),Bronze
1948,London,Boxing,Boxing,ARG,Men,+ 80KG (Heavyweight),Gold
1948,London,Boxing,Boxing,SWE,Men,+ 80KG (Heavyweight),Silver
1948,London,Boxing,Boxing,PUR,Men,51 - 54KG (Bantamweight),Bronze
1948,London,Boxing,Boxing,HUN,Men,51 - 54KG (Bantamweight),Gold
1948,London,Boxing,Boxing,ITA,Men,51 - 54KG (Bantamweight),Silver
1948,London,Boxing,Boxing,POL,Men,54 - 58KG (Featherweight),Bronze
1948,London,Boxing,Boxing,ITA,Men,54 - 58KG (Featherweight),Gold
1948,London,Boxing,Boxing,RSA,Men,54 - 58KG (Featherweight),Silver
1948,London,Boxing,Boxing,DEN,Men,58 - 62KG (Lightweight),Bronze
1948,London,Boxing,Boxing,RSA,Men,58 - 62KG (Lightweight),Gold
1948,London,Boxing,Boxing,BEL,Men,58 - 62KG (Lightweight),Silver
1948,London,Boxing,Boxing,ITA,Men,62 - 67KG (Welterweight),Bronze
1948,London,Boxing,Boxing,TCH,Men,62 - 67KG (Welterweight),Gold
1948,London,Boxing,Boxing,USA,Men,62 - 67KG (Welterweight),Silver
