Year,City,Sport,Discipline,Country,Gender,Event,Medal
1968,Mexico,Wrestling,Wrestling Free.,IRI,Men,63 - 70KG (Lightweight),Gold
1968,Mexico,Wrestling,Wrestling Free.,BUL,Men,63 - 70KG (Lightweight),Silver
1968,Mexico,Wrestling,Wrestling Free.,MGL,Men,70 - 78KG (Welterweight),Bronze
1968,Mexico,Wrestling,Wrestling Free.,TUR,Men,70 - 78KG (Welterweight),Gold
1968,Mexico,Wrestling,Wrestling Free.,FRA,Men,70 - 78KG (Welterweight),Silver
1968,Mexico,Wrestling,Wrestling Free.,BUL,Men,78 - 87KG (Middleweight),Bronze
1968,Mexico,Wrestling,Wrestling Free.,URS,Men,78 - 87KG (Middleweight),Gold
1968,Mexico,Wrestling,Wrestling Free.,MGL,Men,78 - 87KG (Middleweight),Silver
1968,Mexico,Wrestling,Wrestling Free.,HUN,Men,87 - 97KG (Light-Heavyweight),Bronze
1968,Mexico,Wrestling,Wrestling Free.,TUR,Men,87 - 97KG (Light-Heavyweight),Gold
1968,Mexico,Wrestling,Wrestling Free.,URS,Men,87 - 97KG (Light-Heavyweight),Silver
1968,Mexico,Wrestling,Wrestling Gre-R,TCH,Men,- 52KG (Flyweight),Bronze
1968,Mexico,Wrestling,Wrestling Gre-R,BUL,Men,- 52KG (Flyweight),Gold
1968,Mexico,Wrestling,Wrestling Gre-R,URS,Men,- 52KG (Flyweight),Silver
1968,Mexico,Wrestling,Wrestling Gre-R,TCH,Men,+ 97KG (Super Heavyweight),Bronze
1968,Mexico,Wrestling,Wrestling Gre-R,HUN,Men,+ 97KG (Super Heavyweight),Gold
1968,Mexico,Wrestling,Wrestling Gre-R,URS,Men,+ 97KG (Super Heavyweight),Silver
1968,Mexico,Wrestling,Wrestling Gre-R,URS,Men,52 - 57KG (Bantamweight),Bronze
1968,Mexico,Wrestling,Wrestling Gre-R,HUN,Men,52 - 57KG (Bantamweight),Gold
1968,Mexico,Wrestling,Wrestling Gre-R,ROU,Men,52 - 57KG (Bantamweight),Silver
1968,Mexico,Wrestling,Wrestling Gre-R,ROU,Men,57 - 63KG (Featherweight),Bronze
1968,Mexico,Wrestling,Wrestling Gre-R,URS,Men,57 - 63KG (Featherweight),Gold
1968,Mexico,Wrestling,Wrestling Gre-R,JPN,Men,57 - 63KG (Featherweight),Silver
1968,Mexico,Wrestling,Wrestling Gre-R,GRE,Men,63 - 70KG (Lightweight),Bronze
1968,Mexico,Wrestling,Wrestling Gre-R,JPN,Men,63 - 70KG (Lightweight),Gold
1968,Mexico,Wrestling,Wrestling Gre-R,YUG,Men,63 - 70KG (Lightweight),Silver
1968,Mexico,Wrestling,Wrestling Gre-R,HUN,Men,70 - 78KG (Welterweight),Bronze
1968,Mexico,Wrestling,Wrestling Gre-R,GDR,Men,70 - 78KG (Welterweight),Gold
1968,Mexico,Wrestling,Wrestling Gre-R,FRA,Men,70 - 78KG (Welterweight),Silver
1968,Mexico,Wrestling,Wrestling Gre-R,YUG,Men,78 - 87KG (Middleweight),Bronze
1968,Mexico,Wrestling,Wrestling Gre-R,GDR,Men,78 - 87KG (Middleweight),Gold
1968,Mexico,Wrestling,Wrestling Gre-R,URS,Men,78 - 87KG (Middleweight),Silver
1968,Mexico,Wrestling,Wrestling Gre-R,ROU,Men,87 - 97KG (Light-Heavyweight),Bronze
1968,Mexico,Wrestling,Wrestling Gre-R,BUL,Men,87 - 97KG (Light-Heavyweight),Gold
1968,Mexico,Wrestling,Wrestling Gre-R,URS,Men,87 - 97KG (Light-Heavyweight),Silver
1972,Munich,Aquatics,Diving,ITA,Men,10M Platform,Bronze
1972,Munich,Aquatics,Diving,ITA,Men,10M Platform,Gold
1972,Munich,Aquatics,Diving,USA,Men,10M Platform,Silver
1972,Munich,Aquatics,Diving,GDR,Women,10M Platform,Bronze
1972,Munich,Aquatics,Diving,SWE,Women,10M Platform,Gold
1972,Munich,Aquatics,Diving,TCH,Women,10M Platform,Silver
1972,Munich,Aquatics,Diving,USA,Men,3M Springboard,Bronze
1972,Munich,Aquatics,Diving,URS,Men,3M Springboard,Gold
1972,Munich,Aquatics,Diving,ITA,Men,3M Springboard,Silver
1972,Munich,Aquatics,Diving,GDR,Women,3M Springboard,Bronze
1972,Munich,Aquatics,Diving,USA,Women,3M Springboard,Gold
1972,Munich,Aquatics,Diving,SWE,Women,3M Springboard,Silver
1972,Munich,Aquatics,Swimming,USA,Men,100M Backstroke,Bronze
1972,Munich,Aquatics,Swimming,GDR,Men,100M Backstroke,Gold
1972,Munich,Aquatics,Swimming,USA,Men,100M Backstroke,Silver
1972,Munich,Aquatics,Swimming,USA,Women,100M Backstroke,Bronze
1972,Munich,Aquatics,Swimming,USA,Women,100M Backstroke,Gold
1972,Munich,Aquatics,Swimming,HUN,Women,100M Backstroke,Silver
1972,Munich,Aquatics,Swimming,USA,Men,100M Breaststroke,Bronze
1972,Munich,Aquatics,Swimming,JPN,Men,100M Breaststroke,Gold
1972,Munich,Aquatics,Swimming,USA,Men,100M Breaststroke,Silver
1972,Munich,Aquatics,Swimming,AUS,Women,100M Breaststroke,Bronze
1972,Munich,Aquatics,Swimming,USA,Women,100M Breaststroke,Gold
1972,Munich,Aquatics,Swimming,URS,Women,100M Breaststroke,Silver
1972,Munich,Aquatics,Swimming,USA,Men,100M Butterfly,Bronze
1972,Munich,Aquatics,Swimming,USA,Men,100M Butterfly,Gold
1972,Munich,Aquatics,Swimming,CAN,Men,100M Butterfly,Silver
1972,Munich,Aquatics,Swimming,HUN,Women,100M Butterfly,Bronze
1972,Munich,Aquatics,Swimming,JPN,Women,100M Butterfly,Gold
1972,Munich,Aquatics,Swimming,GDR,Women,100M Butterfly,Silver
1972,Munich,Aquatics,Swimming,URS,Men,100M Freestyle,Bronze
1972,Munich,Aquatics,Swimming,USA,Men,100M Freestyle,Gold
1972,Munich,Aquatics,Swimming,USA,Men,100M Freestyle,Silver
1972,Munich,Aquatics,Swimming,AUS,Women,100M Freestyle,Bronze
1972,Munich,Aquatics,Swimming,USA,Women,100M Freestyle,Gold
1972,Munich,Aquatics,Swimming,USA,Women,100M Freestyle,Silver
1972,Munich,Aquatics,Swimming,USA,Men,1500M Freestyle,Bronze
1972,Munich,Aquatics,Swimming,USA,Men,1500M Freestyle,Gold
1972,Munich,Aquatics,Swimming,AUS,Men,1500M Freestyle,Silver
1972,Munich,Aquatics,Swimming,USA,Men,200M Backstroke,Bronze
1972,Munich,Aquatics,Swimming,GDR,Men,200M Backstroke,Gold
1972,Munich,Aquatics,Swimming,USA,Men,200M Backstroke,Silver
1972,Munich,Aquatics,Swimming,CAN,Women,200M Backstroke,Bronze
1972,Munich,Aquatics,Swimming,USA,Women,200M Backstroke,Gold
1972,Munich,Aquatics,Swimming,USA,Women,200M Backstroke,Silver
1972,Munich,Aquatics,Swimming,JPN,Men,200M Breaststroke,Bronze
1972,Munich,Aquatics,Swimming,USA,Men,200M Breaststroke,Gold
1972,Munich,Aquatics,Swimming,GBR,Men,200M Breaststroke,Silver
1972,Munich,Aquatics,Swimming,URS,Women,200M Breaststroke,Bronze
1972,Munich,Aquatics,Swimming,AUS,Women,200M Breaststroke,Gold
1972,Munich,Aquatics,Swimming,USA,Women,200M Breaststroke,Silver
1972,Munich,Aquatics,Swimming,USA,Men,200M Butterfly,Bronze
1972,Munich,Aquatics,Swimming,USA,Men,200M Butterfly,Gold
1972,Munich,Aquatics,Swimming,USA,Men,200M Butterfly,Silver
1972,Munich,Aquatics,Swimming,USA,Women,200M Butterfly,Bronze
1972,Munich,Aquatics,Swimming,USA,Women,200M Butterfly,Gold
1972,Munich,Aquatics,Swimming,USA,Women,200M Butterfly,Silver
1972,Munich,Aquatics,Swimming,FRG,Men,200M Freestyle,Bronze
1972,Munich,Aquatics,Swimming,USA,Men,200M Freestyle,Gold
1972,Munich,Aquatics,Swimming,USA,Men,200M Freestyle,Silver
1972,Munich,Aquatics,Swimming,USA,Women,200M Freestyle,Bronze
1972,Munich,Aquatics,Swimming,AUS,Women,200M Freestyle,Gold
1972,Munich,Aquatics,Swimming,USA,Women,200M Freestyle,Silver
1972,Munich,Aquatics,Swimming,USA,Men,200M Individual Medley,Bronze
1972,Munich,Aquatics,Swimming,SWE,Men,200M Individual Medley,Gold
1972,Munich,Aquatics,Swimming,USA,Men,200M Individual Medley,Silver
1972,Munich,Aquatics,Swimming,USA,Women,200M Individual Medley,Bronze
1972,Munich,Aquatics,Swimming,AUS,Women,200M Individual Medley,Gold
1972,Munich,Aquatics,Swimming,GDR,Women,200M Individual Medley,Silver
1972,Munich,Aquatics,Swimming,USA,Men,400M Freestyle,Bronze
1972,Munich,Aquatics,Swimming,AUS,Men,400M Freestyle,Gold
1972,Munich,Aquatics,Swimming,USA,Men,400M Freestyle,Silver
1972,Munich,Aquatics,Swimming,GDR,Women,400M Freestyle,Bronze
1972,Munich,Aquatics,Swimming,AUS,Women,400M Freestyle,Gold
1972,Munich,Aquatics,Swimming,ITA,Women,400M Freestyle,Silver
1972,Munich,Aquatics,Swimming,HUN,Men,400M Individual Medley,Bronze
1972,Munich,Aquatics,Swimming,SWE,Men,400M Individual Medley,Gold
1972,Munich,Aquatics,Swimming,USA,Men,400M Individual Medley,Silver
1972,Munich,Aquatics,Swimming,ITA,Women,400M Individual Medley,Bronze
1972,Munich,Aquatics,Swimming,AUS,Women,400M Individual Medley,Gold
1972,Munich,Aquatics,Swimming,CAN,Women,400M Individual Medley,Silver
1972,Munich,Aquatics,Swimming,GDR,Men,4X100M Freestyle Relay,Bronze
1972,Munich,Aquatics,Swimming,USA,Men,4X100M Freestyle Relay,Gold
1972,Munich,Aquatics,Swimming,URS,Men,4X100M Freestyle Relay,Silver
1972,Munich,Aquatics,Swimming,FRG,Women,4X100M Freestyle Relay,Bronze
1972,Munich,Aquatics,Swimming,USA,Women,4X100M Freestyle Relay,Gold
1972,Munich,Aquatics,Swimming,GDR,Women,4X100M Freestyle Relay,Silver
1972,Munich,Aquatics,Swimming,CAN,Men,4X100M Medley Relay,Bronze
1972,Munich,Aquatics,Swimming,USA,Men,4X100M Medley Relay,Gold
1972,Munich,Aquatics,Swimming,GDR,Men,4X100M Medley Relay,Silver
1972,Munich,Aquatics,Swimming,FRG,Women,4X100M Medley Relay,Bronze
1972,Munich,Aquatics,Swimming,USA,Women,4X100M Medley Relay,Gold
1972,Munich,Aquatics,Swimming,GDR,Women,4X100M Medley Relay,Silver
1972,Munich,Aquatics,Swimming,URS,Men,4X200M Freestyle Relay,Bronze
1972,Munich,Aquatics,Swimming,USA,Men,4X200M Freestyle Relay,Gold
1972,Munich,Aquatics,Swimming,FRG,Men,4X200M Freestyle Relay,Silver
1972,Munich,Aquatics,Swimming,ITA,Women,800M Freestyle,Bronze
1972,Munich,Aquatics,Swimming,USA,Women,800M Freestyle,Gold
1972,Munich,Aquatics,Swimming,AUS,Women,800M Freestyle,Silver
1972,Munich,Aquatics,Water polo,USA,Men,Water Polo,Bronze
1972,Munich,Aquatics,Water polo,URS,Men,Water Polo,Gold
1972,Munich,Aquatics,Water polo,HUN,Men,Water Polo,Silver
1972,Munich,Archery,Archery,FIN,Men,Individual Fita Round,Bronze
1972,Munich,Archery,Archery,USA,Men,Individual Fita Round,Gold
1972,Munich,Archery,Archery,SWE,Men,Individual Fita Round,Silver
1972,Munich,Archery,Archery,URS,Women,Individual Fita Round,Bronze
1972,Munich,Archery,Archery,USA,Women,Individual Fita Round,Gold
1972,Munich,Archery,Archery,POL,Women,Individual Fita Round,Silver
1972,Munich,Athletics,Athletics,ETH,Men,10000M,Bronze
1972,Munich,Athletics,Athletics,FIN,Men,10000M,Gold
1972,Munich,Athletics,Athletics,BEL,Men,10000M,Silver
1972,Munich,Athletics,Athletics,JAM,Men,100M,Bronze
1972,Munich,Athletics,Athletics,URS,Men,100M,Gold
1972,Munich,Athletics,Athletics,USA,Men,100M,Silver
1972,Munich,Athletics,Athletics,CUB,Women,100M,Bronze
1972,Munich,Athletics,Athletics,GDR,Women,100M,Gold
1972,Munich,Athletics,Athletics,AUS,Women,100M,Silver
1972,Munich,Athletics,Athletics,GDR,Women,100M Hurdles,Bronze
1972,Munich,Athletics,Athletics,GDR,Women,100M Hurdles,Gold
1972,Munich,Athletics,Athletics,ROU,Women,100M Hurdles,Silver
1972,Munich,Athletics,Athletics,USA,Men,110M Hurdles,Bronze
1972,Munich,Athletics,Athletics,USA,Men,110M Hurdles,Gold
1972,Munich,Athletics,Athletics,FRA,Men,110M Hurdles,Silver
1972,Munich,Athletics,Athletics,NZL,Men,1500M,Bronze
1972,Munich,Athletics,Athletics,FIN,Men,1500M,Gold
1972,Munich,Athletics,Athletics,KEN,Men,1500M,Silver
1972,Munich,Athletics,Athletics,ITA,Women,1500M,Bronze
1972,Munich,Athletics,Athletics,URS,Women,1500M,Gold
1972,Munich,Athletics,Athletics,GDR,Women,1500M,Silver
1972,Munich,Athletics,Athletics,ITA,Men,200M,Bronze
1972,Munich,Athletics,Athletics,URS,Men,200M,Gold
1972,Munich,Athletics,Athletics,USA,Men,200M,Silver
1972,Munich,Athletics,Athletics,POL,Women,200M,Bronze
1972,Munich,Athletics,Athletics,GDR,Women,200M,Gold
1972,Munich,Athletics,Athletics,AUS,Women,200M,Silver
1972,Munich,Athletics,Athletics,GDR,Men,20KM Walk,Bronze
1972,Munich,Athletics,Athletics,GDR,Men,20KM Walk,Gold
1972,Munich,Athletics,Athletics,URS,Men,20KM Walk,Silver
1972,Munich,Athletics,Athletics,FIN,Men,3000M Steeplechase,Bronze
1972,Munich,Athletics,Athletics,KEN,Men,3000M Steeplechase,Gold
1972,Munich,Athletics,Athletics,KEN,Men,3000M Steeplechase,Silver
1972,Munich,Athletics,Athletics,KEN,Men,400M,Bronze
1972,Munich,Athletics,Athletics,USA,Men,400M,Gold
1972,Munich,Athletics,Athletics,USA,Men,400M,Silver
1972,Munich,Athletics,Athletics,USA,Women,400M,Bronze
1972,Munich,Athletics,Athletics,GDR,Women,400M,Gold
1972,Munich,Athletics,Athletics,FRG,Women,400M,Silver
1972,Munich,Athletics,Athletics,GBR,Men,400M Hurdles,Bronze
1972,Munich,Athletics,Athletics,UGA,Men,400M Hurdles,Gold
1972,Munich,Athletics,Athletics,USA,Men,400M Hurdles,Silver
1972,Munich,Athletics,Athletics,FRG,Men,4X100M Relay,Bronze
1972,Munich,Athletics,Athletics,USA,Men,4X100M Relay,Gold
1972,Munich,Athletics,Athletics,URS,Men,4X100M Relay,Silver
1972,Munich,Athletics,Athletics,CUB,Women,4X100M Relay,Bronze
1972,Munich,Athletics,Athletics,FRG,Women,4X100M Relay,Gold
1972,Munich,Athletics,Athletics,GDR,Women,4X100M Relay,Silver
1972,Munich,Athletics,Athletics,FRA,Men,4X400M Relay,Bronze
1972,Munich,Athletics,Athletics,KEN,Men,4X400M Relay,Gold
1972,Munich,Athletics,Athletics,GBR,Men,4X400M Relay,Silver
1972,Munich,Athletics,Athletics,FRG,Women,4X400M Relay,Bronze
1972,Munich,Athletics,Athletics,GDR,Women,4X400M Relay,Gold
1972,Munich,Athletics,Athletics,USA,Women,4X400M Relay,Silver
1972,Munich,Athletics,Athletics,GBR,Men,5000M,Bronze
1972,Munich,Athletics,Athletics,FIN,Men,5000M,Gold
1972,Munich,Athletics,Athletics,TUN,Men,5000M,Silver
1972,Munich,Athletics,Athletics,USA,Men,50KM Walk,Bronze
1972,Munich,Athletics,Athletics,FRG,Men,50KM Walk,Gold
1972,Munich,Athletics,Athletics,URS,Men,50KM Walk,Silver
1972,Munich,Athletics,Athletics,KEN,Men,800M,Bronze
1972,Munich,Athletics,Athletics,USA,Men,800M,Gold
1972,Munich,Athletics,Athletics,URS,Men,800M,Silver
1972,Munich,Athletics,Athletics,GDR,Women,800M,Bronze
1972,Munich,Athletics,Athletics,FRG,Women,800M,Gold
1972,Munich,Athletics,Athletics,URS,Women,800M,Silver
1972,Munich,Athletics,Athletics,POL,Men,Decathlon,Bronze
1972,Munich,Athletics,Athletics,URS,Men,Decathlon,Gold
1972,Munich,Athletics,Athletics,URS,Men,Decathlon,Silver
1972,Munich,Athletics,Athletics,SWE,Men,Discus Throw,Bronze
1972,Munich,Athletics,Athletics,TCH,Men,Discus Throw,Gold
1972,Munich,Athletics,Athletics,USA,Men,Discus Throw,Silver
1972,Munich,Athletics,Athletics,BUL,Women,Discus Throw,Bronze
1972,Munich,Athletics,Athletics,URS,Women,Discus Throw,Gold
1972,Munich,Athletics,Athletics,ROU,Women,Discus Throw,Silver
1972,Munich,Athletics,Athletics,URS,Men,Hammer Throw,Bronze
1972,Munich,Athletics,Athletics,URS,Men,Hammer Throw,Gold
1972,Munich,Athletics,Athletics,GDR,Men,Hammer Throw,Silver
1972,Munich,Athletics,Athletics,USA,Men,High Jump,Bronze
1972,Munich,Athletics,Athletics,URS,Men,High Jump,Gold
1972,Munich,Athletics,Athletics,GDR,Men,High Jump,Silver
1972,Munich,Athletics,Athletics,AUT,Women,High Jump,Bronze
1972,Munich,Athletics,Athletics,FRG,Women,High Jump,Gold
1972,Munich,Athletics,Athletics,BUL,Women,High Jump,Silver
1972,Munich,Athletics,Athletics,USA,Men,Javelin Throw,Bronze
1972,Munich,Athletics,Athletics,FRG,Men,Javelin Throw,Gold
1972,Munich,Athletics,Athletics,URS,Men,Javelin Throw,Silver
1972,Munich,Athletics,Athletics,USA,Women,Javelin Throw,Bronze
1972,Munich,Athletics,Athletics,GDR,Women,Javelin Throw,Gold
1972,Munich,Athletics,Athletics,GDR,Women,Javelin Throw,Silver
1972,Munich,Athletics,Athletics,USA,Men,Long Jump,Bronze
1972,Munich,Athletics,Athletics,USA,Men,Long Jump,Gold
1972,Munich,Athletics,Athletics,FRG,Men,Long Jump,Silver
1972,Munich,Athletics,Athletics,TCH,Women,Long Jump,Bronze
1972,Munich,Athletics,Athletics,FRG,Women,Long Jump,Gold
1972,Munich,Athletics,Athletics,BUL,Women,Long Jump,Silver
1972,Munich,Athletics,Athletics,ETH,Men,Marathon,Bronze
1972,Munich,Athletics,Athletics,USA,Men,Marathon,Gold
1972,Munich,Athletics,Athletics,BEL,Men,Marathon,Silver
1972,Munich,Athletics,Athletics,GDR,Women,Pentathlon,Bronze
1972,Munich,Athletics,Athletics,GBR,Women,Pentathlon,Gold
1972,Munich,Athletics,Athletics,FRG,Women,Pentathlon,Silver
1972,Munich,Athletics,Athletics,USA,Men,Pole Vault,Bronze
1972,Munich,Athletics,Athletics,GDR,Men,Pole Vault,Gold
1972,Munich,Athletics,Athletics,USA,Men,Pole Vault,Silver
1972,Munich,Athletics,Athletics,GDR,Men,Shot Put,Bronze
1972,Munich,Athletics,Athletics,POL,Men,Shot Put,Gold
1972,Munich,Athletics,Athletics,USA,Men,Shot Put,Silver
1972,Munich,Athletics,Athletics,BUL,Women,Shot Put,Bronze
1972,Munich,Athletics,Athletics,URS,Women,Shot Put,Gold
1972,Munich,Athletics,Athletics,GDR,Women,Shot Put,Silver
1972,Munich,Athletics,Athletics,BRA,Men,Triple Jump,Bronze
1972,Munich,Athletics,Athletics,URS,Men,Triple Jump,Gold
1972,Munich,Athletics,Athletics,GDR,Men,Triple Jump,Silver
1972,Munich,Basketball,Basketball,CUB,Men,Basketball,Bronze
1972,Munich,Basketball,Basketball,URS,Men,Basketball,Gold
1972,Munich,Basketball,Basketball,USA,Men,Basketball,Silver
1972,Munich,Boxing,Boxing,GBR,Men,- 48KG (Light-Flyweight),Bronze
1972,Munich,Boxing,Boxing,ESP,Men,- 48KG (Light-Flyweight),Bronze
1972,Munich,Boxing,Boxing,HUN,Men,- 48KG (Light-Flyweight),Gold
1972,Munich,Boxing,Boxing,PRK,Men,- 48KG (Light-Flyweight),Silver
1972,Munich,Boxing,Boxing,FRG,Men,+ 81KG (Heavyweight),Bronze
1972,Munich,Boxing,Boxing,SWE,Men,+ 81KG (Heavyweight),Bronze
1972,Munich,Boxing,Boxing,CUB,Men,+ 81KG (Heavyweight),Gold
1972,Munich,Boxing,Boxing,ROU,Men,+ 81KG (Heavyweight),Silver
1972,Munich,Boxing,Boxing,POL,Men,48 - 51KG (Flyweight),Bronze
1972,Munich,Boxing,Boxing,CUB,Men,48 - 51KG (Flyweight),Bronze
